M-00766985	2018-09-05	customer.1056310	576768
M-00767653	2018-09-06	customer.1051502	776870
M-00767653	2018-09-06	customer.1051502	774836
M-00767763	2018-09-06	customer.1061033	754208
M-00767763	2018-09-06	customer.1061033	763382
M-00767763	2018-09-06	customer.1061033	769631
M-00767763	2018-09-06	customer.1061033	760817
M-00767763	2018-09-06	customer.1061033	762449
M-00767763	2018-09-06	customer.1061033	759098
M-00767763	2018-09-06	customer.1061033	761564
M-00767763	2018-09-06	customer.1061033	773531
M-00767763	2018-09-06	customer.1061033	768146
M-00767763	2018-09-06	customer.1061033	576513
M-00768034	2018-09-07	customer.1160395	778517
M-00768034	2018-09-07	customer.1160395	755783
M-00768034	2018-09-07	customer.1160395	774647
M-00768034	2018-09-07	customer.1160395	761708
M-00775870	2018-09-10	customer.1117489	774926
M-00775870	2018-09-10	customer.1117489	777770
M-00775870	2018-09-10	customer.1117489	755348
M-00776016	2018-09-10	customer.1166533	762932
M-00776016	2018-09-10	customer.1166533	760883
M-00776016	2018-09-10	customer.1166533	778118
M-00776016	2018-09-10	customer.1166533	763556
M-00776016	2018-09-10	customer.1166533	772436
M-00776016	2018-09-10	customer.1166533	774749
M-00776016	2018-09-10	customer.1166533	777725
M-00776016	2018-09-10	customer.1166533	756317
M-00776016	2018-09-10	customer.1166533	765023
M-00776016	2018-09-10	customer.1166533	758513
M-00776236	2018-09-11	customer.1166667	754190
M-00776236	2018-09-11	customer.1166667	769460
M-00776801	2018-09-12	customer.1167016	763946
M-00776801	2018-09-12	customer.1167016	758357
M-00776801	2018-09-12	customer.1167016	775061
M-00776801	2018-09-12	customer.1167016	770084
M-00776801	2018-09-12	customer.1167016	765200
M-00776801	2018-09-12	customer.1167016	773789
M-00776739	2018-09-12	customer.1166986	760730
M-00776739	2018-09-12	customer.1166986	777155
M-00776739	2018-09-12	customer.1166986	754781
M-00776739	2018-09-12	customer.1166986	754700
M-00777217	2018-09-13	customer.1167279	755426
M-00777217	2018-09-13	customer.1167279	755756
M-00777217	2018-09-13	customer.1167279	760346
M-00777217	2018-09-13	customer.1167279	778517
M-00777217	2018-09-13	customer.1167279	755783
M-00777217	2018-09-13	customer.1167279	774647
M-00777625	2018-09-13	customer.1167524	770270
M-00777595	2018-09-13	customer.1167501	777539
M-00777595	2018-09-13	customer.1167501	774488
M-00777595	2018-09-13	customer.1167501	772487
M-00777595	2018-09-13	customer.1167501	773906
M-00778016	2018-09-15	customer.1167764	775502
M-00778016	2018-09-15	customer.1167764	762143
M-00808848	2019-07-07	customer.1198323	770270
M-00809458	2019-07-08	customer.1110904	773777
M-00809458	2019-07-08	customer.1110904	760592
M-00809458	2019-07-08	customer.1110904	766889
M-00809458	2019-07-08	customer.1110904	763070
M-00809458	2019-07-08	customer.1110904	772466
M-00809458	2019-07-08	customer.1110904	764144
M-00809458	2019-07-08	customer.1110904	758786
M-00809370	2019-07-08	customer.1198677	754085
M-00809370	2019-07-08	customer.1198677	761483
M-00809370	2019-07-08	customer.1198677	556734
M-00809370	2019-07-08	customer.1198677	772340
M-00809370	2019-07-08	customer.1198677	777992
M-00810172	2019-07-08	customer.1150722	758666
M-00810172	2019-07-08	customer.1150722	777401
M-00810172	2019-07-08	customer.1150722	777833
M-00810172	2019-07-08	customer.1150722	767582
M-00810172	2019-07-08	customer.1150722	758294
M-00810172	2019-07-08	customer.1150722	771509
M-00810172	2019-07-08	customer.1150722	762380
M-00810172	2019-07-08	customer.1150722	778394
M-00810172	2019-07-08	customer.1150722	761420
M-00810172	2019-07-08	customer.1150722	766688
M-00811122	2019-07-09	customer.1199848	755294
M-00811122	2019-07-09	customer.1199848	770456
M-00811122	2019-07-09	customer.1199848	771398
M-00811122	2019-07-09	customer.1199848	756836
M-00811122	2019-07-09	customer.1199848	759257
M-00811122	2019-07-09	customer.1199848	759752
M-00811122	2019-07-09	customer.1199848	769385
M-00810460	2019-07-09	customer.1199357	767957
M-00810460	2019-07-09	customer.1199357	774998
M-00810460	2019-07-09	customer.1199357	757094
M-00810460	2019-07-09	customer.1199357	768296
M-00810460	2019-07-09	customer.1199357	758096
M-00810460	2019-07-09	customer.1199357	756491
M-00810460	2019-07-09	customer.1199357	759917
M-00810460	2019-07-09	customer.1199357	775178
M-00812096	2019-07-10	customer.1200549	770270
M-00811702	2019-07-10	customer.1200265	778574
M-00811702	2019-07-10	customer.1200265	769469
M-00811702	2019-07-10	customer.1200265	760040
M-00811702	2019-07-10	customer.1200265	767957
M-00811702	2019-07-10	customer.1200265	774998
M-00811702	2019-07-10	customer.1200265	757094
M-00811702	2019-07-10	customer.1200265	768296
M-00811702	2019-07-10	customer.1200265	758096
M-00811702	2019-07-10	customer.1200265	756491
M-00811702	2019-07-10	customer.1200265	759917
M-00811702	2019-07-10	customer.1200265	775178
M-00811702	2019-07-10	customer.1200265	753986
M-00811702	2019-07-10	customer.1200265	765110
M-00811702	2019-07-10	customer.1200265	777812
M-00812254	2019-07-10	customer.1200654	767543
M-00812254	2019-07-10	customer.1200654	754085
M-00812254	2019-07-10	customer.1200654	761483
M-00812254	2019-07-10	customer.1200654	556734
M-00812254	2019-07-10	customer.1200654	772340
M-00812254	2019-07-10	customer.1200654	777992
M-00812254	2019-07-10	customer.1200654	755807
M-00812254	2019-07-10	customer.1200654	760232
M-00812254	2019-07-10	customer.1200654	765419
M-00812254	2019-07-10	customer.1200654	760742
M-00812570	2019-07-11	customer.1200878	759557
M-00812570	2019-07-11	customer.1200878	765779
M-00812570	2019-07-11	customer.1200878	766331
M-00813142	2019-07-11	customer.1201267	777485
M-00813142	2019-07-11	customer.1201267	775520
M-00813142	2019-07-11	customer.1201267	765584
M-00813142	2019-07-11	customer.1201267	772967
M-00813142	2019-07-11	customer.1201267	768125
M-00813148	2019-07-11	customer.1201271	777236
M-00813148	2019-07-11	customer.1201271	772832
M-00813148	2019-07-11	customer.1201271	769583
M-00813148	2019-07-11	customer.1201271	758087
M-00814156	2019-07-12	customer.1034046	770036
M-00813552	2019-07-12	customer.1189439	758393
M-00813552	2019-07-12	customer.1189439	765173
M-00813552	2019-07-12	customer.1189439	772097
M-00813617	2019-07-12	customer.1201619	769385
M-00813617	2019-07-12	customer.1201619	755294
M-00813600	2019-07-12	customer.1105947	771410
M-00813600	2019-07-12	customer.1105947	775886
M-00813600	2019-07-12	customer.1105947	767870
M-00813600	2019-07-12	customer.1105947	556221
M-00813600	2019-07-12	customer.1105947	764720
M-00813600	2019-07-12	customer.1105947	761498
M-00813600	2019-07-12	customer.1105947	763622
M-00813600	2019-07-12	customer.1105947	757991
M-00813600	2019-07-12	customer.1105947	762677
M-00813600	2019-07-12	customer.1105947	768038
M-00813600	2019-07-12	customer.1105947	778562
M-00813600	2019-07-12	customer.1105947	764423
M-00813600	2019-07-12	customer.1105947	758618
M-00813600	2019-07-12	customer.1105947	778688
M-00814214	2019-07-12	customer.1202034	772457
M-00814214	2019-07-12	customer.1202034	754229
M-00814214	2019-07-12	customer.1202034	756653
M-00814214	2019-07-12	customer.1202034	762362
M-00814214	2019-07-12	customer.1202034	769886
M-00814214	2019-07-12	customer.1202034	760091
M-00814571	2019-07-13	customer.1175917	756707
M-00814571	2019-07-13	customer.1175917	768308
M-00814571	2019-07-13	customer.1175917	774623
M-00814571	2019-07-13	customer.1175917	759152
M-00814571	2019-07-13	customer.1175917	775805
M-00814414	2019-07-13	customer.1202193	767447
M-00814414	2019-07-13	customer.1202193	758765
M-00814414	2019-07-13	customer.1202193	758693
M-00814414	2019-07-13	customer.1202193	753977
M-00814414	2019-07-13	customer.1202193	768317
M-00814414	2019-07-13	customer.1202193	777218
M-00814414	2019-07-13	customer.1202193	764003
M-00814414	2019-07-13	customer.1202193	766565
M-00814414	2019-07-13	customer.1202193	762398
M-00814414	2019-07-13	customer.1202193	754607
M-00814414	2019-07-13	customer.1202193	763667
M-00814414	2019-07-13	customer.1202193	769994
M-00814414	2019-07-13	customer.1202193	778556
M-00814414	2019-07-13	customer.1202193	771536
M-00814335	2019-07-13	customer.1202124	766346
M-00814335	2019-07-13	customer.1202124	762983
M-00814335	2019-07-13	customer.1202124	768089
M-00814335	2019-07-13	customer.1202124	756623
M-00814777	2019-07-13	customer.1169630	774749
M-00814777	2019-07-13	customer.1169630	777725
M-00814777	2019-07-13	customer.1169630	756317
M-00815108	2019-07-14	customer.1037185	777539
M-00815108	2019-07-14	customer.1037185	774488
M-00815108	2019-07-14	customer.1037185	772487
M-00815108	2019-07-14	customer.1037185	773906
M-00815386	2019-07-14	customer.1201871	762158
M-00815386	2019-07-14	customer.1201871	766130
M-00815386	2019-07-14	customer.1201871	773126
M-00815386	2019-07-14	customer.1201871	778589
M-00814880	2019-07-14	customer.1202507	773906
M-00814880	2019-07-14	customer.1202507	774161
M-00814880	2019-07-14	customer.1202507	754208
M-00814880	2019-07-14	customer.1202507	763382
M-00814880	2019-07-14	customer.1202507	769631
M-00814880	2019-07-14	customer.1202507	760817
M-00814880	2019-07-14	customer.1202507	762449
M-00814880	2019-07-14	customer.1202507	759098
M-00814880	2019-07-14	customer.1202507	761564
M-00814880	2019-07-14	customer.1202507	773531
M-00815071	2019-07-14	customer.1029900	759608
M-00815071	2019-07-14	customer.1029900	771410
M-00815071	2019-07-14	customer.1029900	775886
M-00815071	2019-07-14	customer.1029900	767870
M-00815071	2019-07-14	customer.1029900	556221
M-00815071	2019-07-14	customer.1029900	764720
M-00815071	2019-07-14	customer.1029900	761498
M-00815071	2019-07-14	customer.1029900	763622
M-00806449	2019-07-14	customer.1186008	769814
M-00806449	2019-07-14	customer.1186008	765518
M-00806449	2019-07-14	customer.1186008	773066
M-00806449	2019-07-14	customer.1186008	777734
M-00806449	2019-07-14	customer.1186008	756089
M-00806449	2019-07-14	customer.1186008	765749
M-00806449	2019-07-14	customer.1186008	761372
M-00806449	2019-07-14	customer.1186008	776987
M-00806449	2019-07-14	customer.1186008	771986
M-00816496	2019-07-15	customer.1203612	765011
M-00816496	2019-07-15	customer.1203612	755996
M-00816496	2019-07-15	customer.1203612	764531
M-00816496	2019-07-15	customer.1203612	775067
M-00816496	2019-07-15	customer.1203612	758915
M-00816496	2019-07-15	customer.1203612	771281
M-00816496	2019-07-15	customer.1203612	759725
M-00816496	2019-07-15	customer.1203612	774467
M-00816496	2019-07-15	customer.1203612	776072
M-00816496	2019-07-15	customer.1203612	777230
M-00816496	2019-07-15	customer.1203612	777062
M-00816496	2019-07-15	customer.1203612	766937
M-00816496	2019-07-15	customer.1203612	769118
M-00815763	2019-07-15	customer.1161791	760058
M-00815763	2019-07-15	customer.1161791	775169
M-00815763	2019-07-15	customer.1161791	759356
M-00815763	2019-07-15	customer.1161791	770834
M-00815763	2019-07-15	customer.1161791	757895
M-00815763	2019-07-15	customer.1161791	777014
M-00815763	2019-07-15	customer.1161791	766040
M-00816357	2019-07-15	customer.1203515	777632
M-00816357	2019-07-15	customer.1203515	766553
M-00816357	2019-07-15	customer.1203515	754460
M-00816146	2019-07-15	customer.1118992	764180
M-00816146	2019-07-15	customer.1118992	759830
M-00816146	2019-07-15	customer.1118992	755099
M-00817208	2019-07-16	customer.1204118	770036
M-00817208	2019-07-16	customer.1204118	767963
M-00817208	2019-07-16	customer.1204118	760730
M-00817208	2019-07-16	customer.1204118	777155
M-00817208	2019-07-16	customer.1204118	754781
M-00817208	2019-07-16	customer.1204118	754700
M-00817208	2019-07-16	customer.1204118	764438
M-00817208	2019-07-16	customer.1204118	756473
M-00816548	2019-07-16	customer.1203646	758666
M-00816548	2019-07-16	customer.1203646	777401
M-00816548	2019-07-16	customer.1203646	777833
M-00817330	2019-07-16	customer.1204218	778562
M-00817330	2019-07-16	customer.1204218	764423
M-00817330	2019-07-16	customer.1204218	758618
M-00817330	2019-07-16	customer.1204218	778688
M-00817330	2019-07-16	customer.1204218	759608
M-00817330	2019-07-16	customer.1204218	771410
M-00818219	2019-07-17	customer.1204875	766937
M-00818219	2019-07-17	customer.1204875	769118
M-00818219	2019-07-17	customer.1204875	760394
M-00818219	2019-07-17	customer.1204875	765383
M-00818219	2019-07-17	customer.1204875	769358
M-00818219	2019-07-17	customer.1204875	763763
M-00818219	2019-07-17	customer.1204875	756713
M-00818219	2019-07-17	customer.1204875	767069
M-00818219	2019-07-17	customer.1204875	765011
M-00818344	2019-07-17	customer.1204966	762878
M-00818344	2019-07-17	customer.1204966	776846
M-00818344	2019-07-17	customer.1204966	757568
M-00818344	2019-07-17	customer.1204966	769634
M-00818344	2019-07-17	customer.1204966	753764
M-00818467	2019-07-18	customer.1156265	778175
M-00818467	2019-07-18	customer.1156265	770759
M-00818467	2019-07-18	customer.1156265	776870
M-00818467	2019-07-18	customer.1156265	774836
M-00818467	2019-07-18	customer.1156265	775526
M-00818640	2019-07-18	customer.1120107	760091
M-00818640	2019-07-18	customer.1120107	772457
M-00818640	2019-07-18	customer.1120107	754229
M-00818640	2019-07-18	customer.1120107	756653
M-00819299	2019-07-19	customer.1205641	769475
M-00819299	2019-07-19	customer.1205641	759191
M-00819299	2019-07-19	customer.1205641	775622
M-00819299	2019-07-19	customer.1205641	755954
M-00819299	2019-07-19	customer.1205641	756278
M-00819299	2019-07-19	customer.1205641	776924
M-00819299	2019-07-19	customer.1205641	764828
M-00819299	2019-07-19	customer.1205641	762095
M-00819299	2019-07-19	customer.1205641	757745
M-00819299	2019-07-19	customer.1205641	767267
M-00819299	2019-07-19	customer.1205641	761168
M-00820075	2019-07-20	customer.1206210	766553
M-00820075	2019-07-20	customer.1206210	754460
M-00820075	2019-07-20	customer.1206210	763961
M-00820075	2019-07-20	customer.1206210	759923
M-00820019	2019-07-20	customer.1206164	768038
M-00820019	2019-07-20	customer.1206164	778562
M-00820019	2019-07-20	customer.1206164	764423
M-00820019	2019-07-20	customer.1206164	758618
M-00820342	2019-07-20	customer.1206391	766346
M-00820342	2019-07-20	customer.1206391	762983
M-00820640	2019-07-22	customer.1195460	775526
M-00820640	2019-07-22	customer.1195460	760751
M-00820640	2019-07-22	customer.1195460	766607
M-00820640	2019-07-22	customer.1195460	758141
M-00820640	2019-07-22	customer.1195460	778400
M-00820640	2019-07-22	customer.1195460	762941
M-00820640	2019-07-22	customer.1195460	778175
M-00820640	2019-07-22	customer.1195460	770759
M-00820611	2019-07-22	customer.1195230	770036
M-00820611	2019-07-22	customer.1195230	767963
M-00820611	2019-07-22	customer.1195230	760730
M-00820611	2019-07-22	customer.1195230	777155
M-00820611	2019-07-22	customer.1195230	754781
M-00782236	2019-07-23	customer.1170340	771419
M-00782236	2019-07-23	customer.1170340	755375
M-00821773	2019-07-23	customer.1038319	754109
M-00821773	2019-07-23	customer.1038319	774212
M-00821773	2019-07-23	customer.1038319	760172
M-00821773	2019-07-23	customer.1038319	771731
M-00821773	2019-07-23	customer.1038319	771689
M-00821773	2019-07-23	customer.1038319	764639
M-00821773	2019-07-23	customer.1038319	765440
M-00821773	2019-07-23	customer.1038319	763220
M-00821769	2019-07-23	customer.1038802	766829
M-00821769	2019-07-23	customer.1038802	776432
M-00821769	2019-07-23	customer.1038802	774302
M-00821022	2019-07-23	customer.1036230	756653
M-00821022	2019-07-23	customer.1036230	762362
M-00821386	2019-07-23	customer.1195918	768125
M-00821386	2019-07-23	customer.1195918	762989
M-00821386	2019-07-23	customer.1195918	567309
M-00822694	2019-07-24	customer.1196845	764639
M-00822694	2019-07-24	customer.1196845	765440
M-00822694	2019-07-24	customer.1196845	763220
M-00822694	2019-07-24	customer.1196845	757160
M-00822694	2019-07-24	customer.1196845	769877
M-00822694	2019-07-24	customer.1196845	763370
M-00822694	2019-07-24	customer.1196845	760205
M-00822694	2019-07-24	customer.1196845	754109
M-00782265	2019-07-24	customer.1170355	768962
M-00782265	2019-07-24	customer.1170355	765485
M-00782265	2019-07-24	customer.1170355	767168
M-00782265	2019-07-24	customer.1170355	758219
M-00782265	2019-07-24	customer.1170355	754448
M-00821962	2019-07-24	customer.1196321	777155
M-00822939	2019-07-25	customer.1120597	774926
M-00822939	2019-07-25	customer.1120597	777770
M-00822939	2019-07-25	customer.1120597	755348
M-00822939	2019-07-25	customer.1120597	762878
M-00822939	2019-07-25	customer.1120597	776846
M-00822939	2019-07-25	customer.1120597	757568
M-00822939	2019-07-25	customer.1120597	769634
M-00822939	2019-07-25	customer.1120597	753764
M-00822939	2019-07-25	customer.1120597	775064
M-00823900	2019-07-26	customer.1195730	761288
M-00823900	2019-07-26	customer.1195730	777632
M-00824332	2019-07-26	customer.1197926	776999
M-00824332	2019-07-26	customer.1197926	756707
M-00824332	2019-07-26	customer.1197926	768308
M-00824332	2019-07-26	customer.1197926	774623
M-00824332	2019-07-26	customer.1197926	759152
M-00824332	2019-07-26	customer.1197926	775805
M-00824332	2019-07-26	customer.1197926	771053
M-00824332	2019-07-26	customer.1197926	760079
M-00824332	2019-07-26	customer.1197926	769106
M-00782524	2019-07-26	customer.1170553	774623
M-00782524	2019-07-26	customer.1170553	759152
M-00782524	2019-07-26	customer.1170553	775805
M-00824105	2019-07-26	customer.1147116	760205
M-00824105	2019-07-26	customer.1147116	754109
M-00824105	2019-07-26	customer.1147116	774212
M-00824105	2019-07-26	customer.1147116	760172
M-00824105	2019-07-26	customer.1147116	771731
M-00824105	2019-07-26	customer.1147116	771689
M-00782568	2019-07-26	customer.1170586	769358
M-00782568	2019-07-26	customer.1170586	763763
M-00782568	2019-07-26	customer.1170586	756713
M-00782568	2019-07-26	customer.1170586	767069
M-00782568	2019-07-26	customer.1170586	765011
M-00823975	2019-07-26	customer.1116299	772310
M-00823975	2019-07-26	customer.1116299	777950
M-00823975	2019-07-26	customer.1116299	776507
M-00823975	2019-07-26	customer.1116299	761636
M-00823975	2019-07-26	customer.1116299	763538
M-00782846	2019-07-27	customer.1170799	758129
M-00782846	2019-07-27	customer.1170799	760538
M-00782846	2019-07-27	customer.1170799	559545
M-00799458	2019-07-28	customer.1181240	771398
M-00799458	2019-07-28	customer.1181240	756836
M-00799458	2019-07-28	customer.1181240	759257
M-00799458	2019-07-28	customer.1181240	759752
M-00799458	2019-07-28	customer.1181240	769385
M-00799458	2019-07-28	customer.1181240	755294
M-00799458	2019-07-28	customer.1181240	770456
M-00800038	2019-07-28	customer.1181606	754190
M-00800038	2019-07-28	customer.1181606	769460
M-00800038	2019-07-28	customer.1181606	759287
M-00800038	2019-07-28	customer.1181606	756047
M-00799844	2019-07-28	customer.1181490	555675
M-00799844	2019-07-28	customer.1181490	774314
M-00799844	2019-07-28	customer.1181490	776180
M-00799844	2019-07-28	customer.1181490	767543
M-00799868	2019-07-28	customer.1181508	761231
M-00799868	2019-07-28	customer.1181508	778640
M-00799868	2019-07-28	customer.1181508	776708
M-00799868	2019-07-28	customer.1181508	774587
M-00799868	2019-07-28	customer.1181508	762260
M-00799868	2019-07-28	customer.1181508	759008
M-00799868	2019-07-28	customer.1181508	769829
M-00799868	2019-07-28	customer.1181508	768524
M-00800001	2019-07-28	customer.1181586	772310
M-00800001	2019-07-28	customer.1181586	777950
M-00800001	2019-07-28	customer.1181586	776507
M-00800001	2019-07-28	customer.1181586	761636
M-00801014	2019-07-29	customer.1182300	768683
M-00801014	2019-07-29	customer.1182300	758903
M-00800985	2019-07-29	customer.1182273	771536
M-00800247	2019-07-29	customer.1181735	770567
M-00800247	2019-07-29	customer.1181735	773840
M-00800247	2019-07-29	customer.1181735	775844
M-00800247	2019-07-29	customer.1181735	772898
M-00800247	2019-07-29	customer.1181735	774914
M-00800247	2019-07-29	customer.1181735	765860
M-00800247	2019-07-29	customer.1181735	766103
M-00800247	2019-07-29	customer.1181735	763925
M-00800247	2019-07-29	customer.1181735	761858
M-00800247	2019-07-29	customer.1181735	760559
M-00800247	2019-07-29	customer.1181735	761069
M-00800247	2019-07-29	customer.1181735	769667
M-00800247	2019-07-29	customer.1181735	769604
M-00800247	2019-07-29	customer.1181735	771680
M-00800247	2019-07-29	customer.1181735	778409
M-00800247	2019-07-29	customer.1181735	775748
M-00800247	2019-07-29	customer.1181735	764039
M-00801348	2019-07-30	customer.1133880	757952
M-00801348	2019-07-30	customer.1133880	754985
M-00801348	2019-07-30	customer.1133880	760772
M-00801348	2019-07-30	customer.1133880	763346
M-00801348	2019-07-30	customer.1133880	754220
M-00801348	2019-07-30	customer.1133880	773048
M-00801348	2019-07-30	customer.1133880	759998
M-00801348	2019-07-30	customer.1133880	763877
M-00801348	2019-07-30	customer.1133880	770006
M-00801348	2019-07-30	customer.1133880	765965
M-00801464	2019-07-30	customer.1182602	761231
M-00801464	2019-07-30	customer.1182602	778640
M-00801464	2019-07-30	customer.1182602	776708
M-00801464	2019-07-30	customer.1182602	774587
M-00801464	2019-07-30	customer.1182602	762260
M-00801464	2019-07-30	customer.1182602	759008
M-00801464	2019-07-30	customer.1182602	769829
M-00801464	2019-07-30	customer.1182602	768524
M-00801943	2019-07-30	customer.1040485	769475
M-00801943	2019-07-30	customer.1040485	759191
M-00801943	2019-07-30	customer.1040485	775622
M-00801943	2019-07-30	customer.1040485	755954
M-00801943	2019-07-30	customer.1040485	756278
M-00801943	2019-07-30	customer.1040485	776924
M-00801943	2019-07-30	customer.1040485	764828
M-00802506	2019-07-31	customer.1183328	577101
M-00802506	2019-07-31	customer.1183328	563085
M-00802506	2019-07-31	customer.1183328	555066
M-00802506	2019-07-31	customer.1183328	773585
M-00802506	2019-07-31	customer.1183328	758129
M-00802506	2019-07-31	customer.1183328	760538
M-00802506	2019-07-31	customer.1183328	559545
M-00802588	2019-07-31	customer.1183384	770270
M-00803184	2019-07-31	customer.1183794	773531
M-00803184	2019-07-31	customer.1183794	768146
M-00803184	2019-07-31	customer.1183794	576513
M-00803184	2019-07-31	customer.1183794	777539
M-00803184	2019-07-31	customer.1183794	774488
M-00803184	2019-07-31	customer.1183794	772487
M-00803184	2019-07-31	customer.1183794	773906
M-00803184	2019-07-31	customer.1183794	774161
M-00803184	2019-07-31	customer.1183794	754208
M-00803184	2019-07-31	customer.1183794	763382
M-00803184	2019-07-31	customer.1183794	769631
M-00802849	2019-07-31	customer.1183554	760040
M-00802849	2019-07-31	customer.1183554	767957
M-00802849	2019-07-31	customer.1183554	774998
M-00802502	2019-07-31	customer.1137070	771410
M-00802502	2019-07-31	customer.1137070	775886
M-00802502	2019-07-31	customer.1137070	767870
M-00802502	2019-07-31	customer.1137070	556221
M-00802988	2019-07-31	customer.1181690	775622
M-00802988	2019-07-31	customer.1181690	755954
M-00802988	2019-07-31	customer.1181690	756278
M-00802988	2019-07-31	customer.1181690	776924
M-00803525	2019-08-01	customer.1184025	777539
M-00803525	2019-08-01	customer.1184025	774488
M-00803941	2019-08-01	customer.1184302	762932
M-00803965	2019-08-01	customer.1099479	772226
M-00803965	2019-08-01	customer.1099479	761507
M-00804356	2019-08-01	customer.1035056	777992
M-00804356	2019-08-01	customer.1035056	755807
M-00804356	2019-08-01	customer.1035056	760232
M-00804356	2019-08-01	customer.1035056	765419
M-00804356	2019-08-01	customer.1035056	760742
M-00804356	2019-08-01	customer.1035056	555675
M-00804356	2019-08-01	customer.1035056	774314
M-00804356	2019-08-01	customer.1035056	776180
M-00804356	2019-08-01	customer.1035056	767543
M-00804460	2019-08-01	customer.1184671	754109
M-00804460	2019-08-01	customer.1184671	774212
M-00804460	2019-08-01	customer.1184671	760172
M-00804460	2019-08-01	customer.1184671	771731
M-00804482	2019-08-01	customer.1184688	767264
M-00804110	2019-08-01	customer.1184425	758786
M-00804110	2019-08-01	customer.1184425	774386
M-00804110	2019-08-01	customer.1184425	773777
M-00804110	2019-08-01	customer.1184425	760592
M-00804110	2019-08-01	customer.1184425	766889
M-00804110	2019-08-01	customer.1184425	763070
M-00804110	2019-08-01	customer.1184425	772466
M-00805415	2019-08-02	customer.1091448	769877
M-00805415	2019-08-02	customer.1091448	763370
M-00805415	2019-08-02	customer.1091448	760205
M-00805415	2019-08-02	customer.1091448	754109
M-00805415	2019-08-02	customer.1091448	774212
M-00805415	2019-08-02	customer.1091448	760172
M-00804889	2019-08-02	customer.1184963	754985
M-00804889	2019-08-02	customer.1184963	760772
M-00804889	2019-08-02	customer.1184963	763346
M-00804889	2019-08-02	customer.1184963	754220
M-00804857	2019-08-02	customer.1084685	771374
M-00804857	2019-08-02	customer.1084685	760274
M-00804857	2019-08-02	customer.1084685	766202
M-00804857	2019-08-02	customer.1084685	770474
M-00804857	2019-08-02	customer.1084685	774965
M-00804857	2019-08-02	customer.1084685	766526
M-00804857	2019-08-02	customer.1084685	765545
M-00804857	2019-08-02	customer.1084685	766865
M-00804857	2019-08-02	customer.1084685	776933
M-00804857	2019-08-02	customer.1084685	764171
M-00805807	2019-08-03	customer.1185588	761708
M-00805807	2019-08-03	customer.1185588	774164
M-00805807	2019-08-03	customer.1185588	755426
M-00805807	2019-08-03	customer.1185588	755756
M-00805807	2019-08-03	customer.1185588	760346
M-00805684	2019-08-03	customer.1185502	775292
M-00805684	2019-08-03	customer.1185502	775679
M-00805684	2019-08-03	customer.1185502	765968
M-00805684	2019-08-03	customer.1185502	755522
M-00805684	2019-08-03	customer.1185502	777236
M-00805684	2019-08-03	customer.1185502	772832
M-00805684	2019-08-03	customer.1185502	769583
M-00805684	2019-08-03	customer.1185502	758087
M-00805684	2019-08-03	customer.1185502	757787
M-00805684	2019-08-03	customer.1185502	757775
M-00805684	2019-08-03	customer.1185502	757820
M-00805684	2019-08-03	customer.1185502	759683
M-00805684	2019-08-03	customer.1185502	769700
